Product Name,Price,Description,Image URLs,Product URL,In House Label,Categories,Category Rankings
Sinus Forte 60 count,$70.00 USD,"Sinus Forte combines the herbs Eyebright, Golden Rod,
Echinacea purpurea
root, Golden Seal and Cayenne. These five powerful herbs contribute iridoid glycosides (especially aucubin), saponins, flavonoids, diterpenoid lactones, caffeic acid derivatives (especially cichoric acid), alkylamides, alkaloids (especially hydrastine and berberine), pungent principles (particularly capsaicin), carotenoids and other compounds. These herbs and the compounds within them are used traditionally to:
maintain healthy and normal mucus secretion in nasal passages
support healthy response to environmental stresses
support healthy mucous membranes (particularly of the nose and sinus)
assist in maintaining healthy breathing passages to support free and clear breathing
encourage a healthy environment to help maintain normal respiratory flora
maintain normal respiratory tract function
support outer ocular health*
Suggested Use:
1 tablet 3 – 4 times daily, or as directed.
Caution: Contraindicated in pregnancy and lactation. Contraindicated in known allergy to Golden Rod.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/sinusforte.jpg; https://wellnessshoppes.com/cdn/shop/products/SinusForteing.png; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/sinus-forte,False,['Body'],['Body']
Strontium,$27.00 USD,"Strontium is a mineral that is similar physical and chemical properties to calcium. Research has shown strontium provides all-natural bone support.*
• Provides Musculoskeletal Support*
• Provides All-Natural Bone Support*
• Supports Skeletal Strength and Helps Maintain Bone Density*
Bone is the rigid structure that makes up our skeleton, but is actually an active, living organ that is constantly being built up and broken down by osteoblasts and osteoclasts. The proper balance of this cycle and turnover of bone provides the foundation for strong bones over a lifetime.
Strontium is a mineral that is similar physical and chemical properties to calcium. Research has shown strontium provides all-natural bone support through its ability to naturally increase the formation of osteoblasts (cells that build up bone) and slow down the formation of osteoclasts (cells that break down bone tissue), helping to maintain healthy bone density.*",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/strontium.jpg; https://wellnessshoppes.com/cdn/shop/products/strontiuming.png; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/strontium,False,['Body'],['Body']
Super Aloe 250,$25.00 USD,"Super Aloe includes ingredients for regularity that work fast, without the artificial additives and associated cramping common in some products. Also available in convenient blister packs.
• Supports Gastrointestinal Function*
• Supports Bowel Regularity*
Cape aloe has been used for thousands of years to promote the health of epithelial tissue, including the bowel lining. Cape aloe contains a class of phytonutrient compounds called anthraquinone glycosides. When ingested, these compounds are activated through bacterial metabolism in the gut, promote water retention in the stool, and stimulate peristalsis in the large intestine. By causing active chloride secretion, cape aloe increases the water and electrolyte content in the stool and eases elimination without artificial additives and cramping associated with other therapies.
Super Aloe is intended for the relief of occasional constipation. Cape aloe, the solid residue obtained by evaporating liquid aloe ferox, has been shown in the research to affect regularity due to its influence on colon peristalsis, which it triggers to contract, resulting in accelerated intestinal passage. This formulation Super Aloe is available as 250 and 450 mg capsules, two potencies to provide tailored natural support for elimination.*
Supplement Facts:
Cape Aloe: 250 mg
Natural Vegetable Capsules
Microcrystalline Cellulose
Magnesium Stearate
Suggested Use:
1 capsule at bedtime (allow 24 hours before next dose) or as recommended by your health care professional. Formulated to be free of allergens derived from: Gluten, corn, yeast, artificial colors and flavors.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/files/superaloe.webp; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/super-aloe-250,False,['Body'],['Body']
Super Antioxidant Formula,$31.25 USD,"Serving Size: 2 tablets
Amount
% DV
Vitamin A
(as acetate, beta carotene)
10,000 I.U.
200%
Vitamin C
(as ascorbic acid)
600 mg
1000%
Vitamin E
(as d-alpha)
200 I.U.
667%
Vitamin B-2
(as riboflavin, riboflavin-5-phosphate)
50 mg
2941%
Vitamin B-6
(as pyridoxine HCl, pyridoxal-5-phosphate)
25 mg
1250%
Zinc
(as monomethionine)**
15 mg
100%
Selenium
(as selenomethionine)
*
100 mg
143%
Copper
(as amino acid chelate)
1 mg
50%
Manganese
(as arginate)
10 mg
500%
N-Acetyl Cysteine
100 mg
*
L-Cysteine
HCL
100 mg
*
L-Glutathione
(reduced)
20 mg
*
Quercetin
30 mg
*
Alpha Lipoic Acid
5 mg
*
*Daily Value Not Established
**From L-OptiZinc™ – a unique, patented 1:1 complex of zinc and methionine that increases zinc absorption and acts as an antioxidant.
***From yeast-free selenomethionine.
OptiZinc™ is a trademark of InterHealth Company.
Other Ingredients:
May contain one or more of the following; magnesium stearate, cellulose, vegetable stearin, dicalcium phosphate and silica. Contains soy.
Riboflavin-5-phosphate is a coenzyme form of Vitamin B-2.
Pyridoxal-5-phosphate is a coenzyme form of Vitamin B-6.
Contains No Added:
sugar, salt, dairy, yeast, wheat, gluten, corn, preservatives, artificial colors or flavors.
Suggested Use: As a dietary supplement, adults take two (2) tablets daily at mealtime, or as directed by a health care professional.
Store in a cool, dry place and away from direct light.
Keep out of the reach of children.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/superanti.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/super-antioxidant-formula,True,['Body'],['Body']
Super D Plus,$20.50 USD,"Super D Plus was formulated to provide maximum health benefits by all ingredients working in a synergistic manner. It has been used in a clinical setting for more than seven years with great success. Users who have vitamin and mineral deficiencies derive benefits from this product. When one runs out of Super D Plus, they realize within a few days that they lack vitality.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/superdplus.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/super-d-plus,True,"['Body', 'Spirit']","['Body', 'Spirit']"
Super Iodine Complex,$47.00 USD,"Serving Size: 1 capsule daily or as directed by physician
Iodine AT 12.5 MG
(8333% DAILY VALUE)
(7.5 mg Potassium Iodide and 5 mg molecular iodine)",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/superiodine.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/super-iodine-complex,True,[],[]
Super Kelp (Kelife),$14.00 USD,"Serving Size: 1 Tablet
_______________________________________________Amount _____% Daily
______________________________________________Per Serving_____Value
Iodine (from kelp) ………………………………………………………………….225 mcg ……………..150%
Kelp ………………………………………………………………………………………………..45 mg ………………….*
*Daily Value Not Established
Other Ingredients
: May contain one or more of the following; magnesium stearate, cellulose, vegetable stearin, dicalcium phosphate and silica.
Contains No
Added sugar, salt, dairy, yeast, wheat, corn, soy, preservatives, artificial colors or flavors.
Suggested Use
: As a dietary supplement, adults take one (1) tablet daily with meals or as directed by a healthcare professional.
Keep out of reach of children.
Store in a cool, dry place and away from direct light.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/superkelp.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/super-kelp-kelife,True,['Body'],['Body']
Super Omega Fish Oil,$24.50 USD,"Size: 120 Softgels
Servings Per Container: 60
Amount Per Serving % Daily Value*
* Percent Daily Values are based on 2,000 calorie diet.
† Daily Value not established.
Calories 20
Calories from Fat 20
Total Fat 2 g 3%*
Polyunsaturated Fat 1 g †
Cholesterol 0 mg 0%
Protein < 1 g 1%*
Natural Fish Oil Concentrate 2 g (2,000 mg) †
Omega-3 Fatty Acids:
Eicosapentaenoic Acid (EPA) 720 mg †
Docosahexaenoic Acid (DHA) 480 mg †",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/superomegafishoil.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/super-omega-fish-oil,True,[],[]
Symplex F 90Tab,$21.00 USD,"Symplex F supports the healthy function of the ovaries and the adrenal, pituitary, and thyroid glands.*
• Provides uniquely derived nucleoprotein-mineral extracts that support cellular health
• Contains a combination of key ingredients from Ovatrophin PMG, Drenatrophin PMG, Pituitrophin PMG, and Thytrophin PMG*
Whole Food Nutrient Solutions
Since 1929, Standard Process has been the visionary leader in whole food nutrient solutions. They apply systems of thinking to holistic nutrition that empowers practitioners to transform lives. Dedicated to the whole food philosophy of their founder, Dr. Royal Lee, Standard Process’ goal is to carry on his mission to provide nutrients for the body that are as close as possible to how they are found in nature.
Standard Process products include foods that are prepared in a way that safeguards their nutritional value. The majority of these ingredients are grown locally on their certified organic farm and may require chopping, dicing, juicing and/or drying for use in their products. The resulting whole food ingredients are then added to a formula that may include whole food extracts, animal tissue extracts and concentrates, botanicals, whole food isolates and synthetic ingredients. These highly complex combinations contain a variety of elements designed to trigger trophic effects that support the body’s healthy balance and wellness.*",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/symplexf.jpg; https://wellnessshoppes.com/cdn/shop/products/symplexfing.png; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/symplex-f-90tab,False,['Body'],['Body']
Thyroid Energy,$38.50 USD,"Size: 60 vegetarian capsules
Thyroid Energy is a comprehensive freeze-dried, BSE-free, bovine, multi-glandular, mineral and herbal formula to support healthy thyroid function.*
• Provides Essential Nutrient, Herbal, and Glandular Support for Production of Thyroid Hormones*
Serving Size: 1 Capsule
Amount Per Serving
% Daily Value
Iodine (from organic Icelandic kelp) (
Laminaria digitata
)(stem and leaf)
40 mcg
27%
Selenium (as L-selenomethionine)
50 mcg
71%
Dulse (
Rhodymemia palmata
)(whole plant)
400 mg
**
Thyroid Gland (freeze-dried)(from New Zealand bovine)
150 mg
**
Adrenal Gland (freeze-dried)(from Argentina bovine)
50 mg
**
Irish Moss (
Chondrus crispus
)(whole plant)
40 mg
**
L-Tyrosine
30 mg
**
Anterior Pituitary Gland (vacuum-dried)(from Argentina bovine)
15 mg
**
Bladderwrack (
Fucus vesiculosus
)(whole plant)
15 mg
**
Spleen (freeze-dried)(from Argentina bovine)
5 mg
**
Thymus (freeze-dried)(from Argentina bovine)
5 mg
**
** Daily Value not established.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/thyroidenergy.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/thyroid-energy,True,"['Body', 'Spirit']","['Spirit', 'Body']"
Ubiquinol 100mg Protocol,$51.00 USD,"The nutritional supplement CoQ10 (ubiquinone) is commonly recommended for cardiovascular, neurological, and healthy aging support.*
Ubiquinol (QH) is very unstable outside of the body and it readily converts to CoQ10 when exposed to oxygen. Using a patented process to stabilize QH, the bioactive form of CoQ10 is able to retain its structure and unique properties. UBQH is the stable and reduced form of CoQ10, which can provide the direct supplementation that ordinary, oxidized CoQ10 cannot.
Why Choose UBQH?
• Appropriate for patients requiring high doses of CoQ10.
• Ubiquinol offers superior bioavailability compared to ubiquinone and can better replenish the normal CoQ10 plasma concentration.*
• Preliminary studies have shown that the CoQ10 balance (ratio of ubiquinol to total CoQ10) is affected by aging, health condition, and strenuous exercise.*
• Conventional CoQ10 supplements need to be converted to ubiquinol in order to be used by the body.
Description
Coenzyme Q10, or CoQ10, is dynamically cycled between two states: ubiquinone, the oxidized state that shuttles electrons, and ubiquinol, the reduced state that releases electrons. Ubiquinol is an unstable compound and converts to ubiquinone upon exposure to light or oxygen. However, research has led to the development of a method to stabilize ubiquinol. UBQH contains Kaneka QH™, patented (US10/501,698 US Appl. # 20050147598), stabilized, active ubiquinol. In older individuals, supplementation with stable ubiquinol resulted in greater sustained plasma levels of the active form of CoQ10 (ubiquinol).*
How It Works
CoQ10 is a nutrient that’s found in the mitochondria. Called a “coenzyme” because of its unique ability to participate in chemical reactions and remain unchanged, CoQ10 assists in two vital cellular activities:
ATP production and free radical scavenging.* To carry out these activities, mitochondrial CoQ10 continuously cycles from ubiquinone, its ATP production state, to ubiquinol, its antioxidant free radical scavenging state.* Ubiquinone contributes to ATP production by the shuttling or transporting of electrons.* To meet the considerable energy needs of cellular activities, the electron transport chain makes considerable quantities of ATP.* The electron transport chain also creates an enormous amount of free radicals – about 1 trillion oxygen radicals per cell every day. Most of these oxygen radicals are contained within the membrane folds of the mitochondria; however, about two percent are able to get free.The antioxidant form of CoQ10, ubiquinol, scavenges free radicals within the mitochondria and cell membranes.*
The highest concentration of CoQ10 is found in cardiovascular (heart), nervous system (brain), liver, and kidney cells.
Plasma measures of CoQ10 are the sum of both Q10 (ubiquinone) and QH (ubiquinol). Total CoQ10 measurement consists of the sum of both ubiquinone and ubiquinol levels. For most people, the total circulating CoQ10 measurement is approximately 95% ubiquinol and 5% ubiquinone.
Clinical Research
The benefits of supplementing with ubiquinol have been demonstrated in clinical research.Conversion of CoQ10 In some instances, individuals do not benefit from CoQ10 (ubiquinone) supplementation. A study by Watson demonstrated a mean plasma CoQ10 level of only 1.7 µg/ml in the active group with only two of 30 subjects (ages 18–75 years old) having a level greater than 2.0 µg/ml.9 The Khatta trial, which included fifty-five participants (mean age of 64 years), demonstrated a mean plasma CoQ10 level of 2.2±1.2 µg/ml indicating that some patients in the active group had levels as low as 1.0 µg/ml.10
Absorption of Ubiquino
l
It has been clearly demonstrated that reduced CoQ10 (ubiquinol) is better absorbed than oxidized CoQ10 (ubiquinone) and can better replenish the CoQ10 in the plasma.* In a head-to-head study comparing 100 mg of ubiquinone to 100 mg of ubiquinol in subjects older than 60 years, the reduced form, ubiquinol, showed a 430% increase in plasma levels with peak concentrations occurring several hours faster.
Energy Production
CoQ10 supports energy production levels which are affected by aging, health condition, and exercise.* One hundred Olympic-level athletes realized a significant improvement in a measure of peak power production over placebo after supplementing with 300 mg of ubiquinol.*14 In a much smaller study, the same dose schedule was used and while plasma levels of both ubiquinol and ubiquinone increased, not all athletes realized increased performance.
Cardiovascular Benefits
Ubiquinol is beneficial to the cardiovascular system.* In one study, subjects with low plasma CoQ10 levels despite an average ubiquinone dosage of 450 mg/day were given UBQH instead (average dosage, 580 mg/day). The mean plasma CoQ10 concentration then increased from 1.6 µg/ml to 6.5 µg/ml. A
2011 study demonstrated the ability of ubiquinol to support healthy lipid metabolism.* The study included 53 healthy men who were given 50 mg of QH ubiquinol three times daily for two weeks. The researchers reported that supplementation with ubiquinol was shown to support healthy LDL cholesterol metabolism.*
Conclusion",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/ubiquinol.jpg; https://wellnessshoppes.com/cdn/shop/products/ubiquinoling.png; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/ubiquinol-100mg-protocol,False,"['Mind', 'Body', 'Spirit']","['Body', 'Spirit', 'Mind']"
"Ultra Complex C-1,000mg",$30.00 USD,,https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/ultraccomplex.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/ultra-complex-c-1-000mg,True,[],[]
Upbeetz,$65.00 USD,"Upbeetz is designed to increase nitric oxide production in the body.* Instead of relying on L-arginine like most formulas, it features a superior combination of L-citrulline, select botanicals and key vitamins and minerals to boost nitric oxide, relax blood vessels and enhance circulation in men and women over 40.*
“In my clinical experience, giving L-citrulline increases cellular L-arginine much more efficiently than giving L-arginine supplementally thereby reducing damage due to elevated arginase activity and reduced availability of L-arginine for the nitric oxide cycle.*
Key Benefits:
● Support for blood pressure and sexual performance*
● Convenient powder form allows for higher dosing",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/upbeetz.jpg; https://wellnessshoppes.com/cdn/shop/products/upbeetzing.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/upbeetz,True,[],[]
V Clear EPs 7630  Cherry Flavor,$23.00 USD,"V Clear EPs 7630
®
is an upper respiratory support containing a proprietary, homeopathic preparation of
Pelargonium sidoides
extract (also known as African geranium). V Clear EPs 7630 addresses the underlying cause of symptoms to help speed recovery, and shorten the duration of upper respiratory irritations.
EPs 7630 is a proprietary extract which has been the subject of over 20 clinical studies involving more than 9000 patients. Over 3,800 patients have participated in controlled double-blind studies and over 5,400 patients in open-label and non-interventional studies. It has been an effective, well-tolerated, leading European medicine for more than a decade.
Exclusive, clinically proven extract with more than 20 clinical studies, including 9 prospective, randomized, double blind, parallel group, placebo-controlled clinical trials.
Shortens duration and reduces severity of upper respiratory tract irritations
Studied in more than 9,000 patients
99.9% alcohol-free cherry flavor syrup",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/vclear.jpg; https://wellnessshoppes.com/cdn/shop/products/VClearEPs7630CherryFlavoring.png; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/v-clear-eps-7630-cherry-flavor,True,[],[]
Vision Support,$26.00 USD,"Size: 60 capsules
Vision Support
Supplemental Facts
Serving Size: 2 capsules
Amount
% DV
Vitamin C
(as ascorbic acid)
50 mg
83%
Zinc
(as monomethionine)
*
5 mg
33
Selenium
(as A.A. complex)
5 mcg
71%
Bilberry fruit extract
(Standardized to 25% Anthocyanosides)
60mg
*
Eyebright herb
50 mg
*
Lutein
(from marigold blossoms) ****
6 mg
*
Lycopene
(from tomatoes)
5 mg
**
Quercetin
25 mg
*
Citrus bioflavonoids
50 mg
*
Taurine
50 mg
*
Mixed Carotenoids
(from D. salina)
*
3 mg
*
Beta carotene
(from D. salina)
2,858 mcg
*
Other Carotenoids
142 mcg
*
* Daily Value Not Established
***From a patented form of zinc
****From a patented marigold extract.
*****From brand mixed natural carotenoids
Other Ingredients:
Capsules (gelatin, glycerin, water), (May contain one or more of the following; rice powder, magnesium stearate, cellulose and silica). Contains soy.
Contains No Added:
dairy, wheat, gluten, corn, preservatives, artificial colors or flavors.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/visionsupport.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/vision-support,True,[],[]
Vitamin K2,$31.00 USD,"Vitamin K2 as MK-7 (soy-free)
Vitamin K2 supplies a significant amount of biologically active vitamin K2 in the form of menaquinone-7 (MK-7). This product is soy-free and derived from plant-based geraniol and farnesol.
Vitamin K2 (as menaquinone-7)
90 mcg
Other Ingredients:
Microcrystalline cellulose, hydroxypropyl methylcellulose (capsule), calcium citrate, vegetable stearate, silica",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/files/vitamink.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/vitamin-k2,True,[],[]
Well Eyes,$68.00 USD,"Size: 60 Vegetarian Capsules
Well Eyes is a groundbreaking supplement for the care and support of the eyes. Developed in conjunction with respected Ophthalmologists, this formula allows for the increased intake of specific ocular antioxidants in order to maintain healthy retina, lens and eyesight function during the aging years. Significant research confirms the benefits of these ingredients.*
• Help Protect Macula, Retina & Lens from Oxidative Damage*
• Supports Healthy Eye Structure and Function*
2 Capsules Contain:
Zinc (as TRAACS® zinc bisglycinate chelate) 35 mg 233%
Taurine 400 mg **
N-Acetyl-L-Cysteine 200 mg **
Bilberry Extract (Vaccinium myrtillus)(fruit)(25% anthocyanosides) 180 mg **
Alpha-Lipoic Acid 150 mg **
Quercetin (as quercetin dihydrate)(from Sophora japonica)(bud) 100 mg **
Lutein (from marigold extract)(Tagetes erecta)(flowers) 30 mg **
Lycopene (from red tomato)(Lycopersicon esculentum)(fruit) 6 mg **
** Daily Value not established.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/welleyes.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/well-eyes,True,['Body'],['Body']
WellMag,$70.00 USD,"Size: 5.29 oz, Natural Mixed Berry Flavor Powder
Servings: 60
Dosage: 1 scoop in 4 ounces water before bed
WellMag™ features the same Albion forms of magnesium found in OptiMag 125 plus Magtein™ (magnesium L-threonate), the only form of magnesium proven in animal studies to cross the blood-brain barrier. Boosting the brain’s magnesium level is vital to healthy cognition, which includes long- and short-term memory, learning, stress management, and sleep.*
• Supports Healthy Brain Magnesium Levels*
• Supports Healthy Synapse Number and Function*
• Supports Cognitive Health*
• Supports Stress Management, Sleep Quality, and a Healthy Mood*
• Helps Ensure an Optimal Magnesium Intake for Overall Health*",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/wellmag.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/wellmag,True,"['Mind', 'Body', 'Spirit']","['Mind', 'Body', 'Spirit']"
Wellness Omega,$19.00 USD,"Wellness Omega is a blend of Flax Seed, Evening Primrose, Canola, Black Currant and Pumpkin Seed Oils.  These well-known nutritional oils are combined to create balanced proportions of Omega-3, Omega-6 and Omega 9 fatty acids. The Omega-3, Alpha Linolenic Acid (ALA), and the Omega-6, GLA, play important roles in the maintenance of healthy skin and immune system function.* Dietary Oleic Acid, a monounsaturated Omega-9 fatty acid, has been associated with healthy cardiovascular function.*
From the FDA: “Consumption of omega-3 fatty acids may reduce the risk of coronary heart disease. FDA evaluated the data and determined that, although there is scientific evidence supporting the claim, the evidence is not conclusive (see nutrition information for fat content)”.
Each serving may also have the following naturally occurring amounts of polyunsaturated fats and monounsaturated fats: Omega-3 [Alpha Linolenic Acid (ALA)] 45%; Omega-6 [Linoleic Acid and Gamma Linolenic Acid (GLA)] 26.5%; Omega-9 [Oleic Acid] 17.5%; Other (short chain fatty acids, saturated fats, phospholipids, etc) 11%
SUGGESTED USAGE & STORAGE
Take 2 softgels daily with a meal.
Store in a cool, dry place after opening.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/wellnessomega.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/wellness-omega,True,['Body'],['Body']
Woman Wellness,$41.00 USD,"Advanced Multiple Vitamin & Mineral Supplement Designed for Women*
Woman Wellness
™
for Women
is a comprehensive multiple vitamin, mineral, and herbal supplement, with select amino acids, designed specifically to support the unique nutritional requirements of women.
This foundation multiple formula, in easy-to-swallow vegetable capsules, delivers select nutrients to support the bones, thyroid, and adrenals along with broad spectrum antioxidant support.* It also features patented Albion
™
TRAACS
™
amino acid chelates for optimal mineral absorption.*
Key Benefits:
● Support for Healthy Bones*
● Support for Healthy Thyroid*
● Supports Healthy Hormone Balance*
● Antioxidant Support*
● Nutrients to Support a Stressful Lifestyle*
● Copper Free
Four Capsules Contain:
Vitamin A (85% [8,500 IU] retinyl palmitate, 15% [1,500 IU] natural mixed carotenoids) (10,000 IU)
3000 mcg RAE
Vitamin C (as potassium ascorbate, magnesium ascorbate, calcium ascorbate, zinc ascorbate)
250 mg
Vitamin D3 (as cholecalciferol) (400 IU)
10 mcg
Vitamin E (as d-alpha tocopherol succinate) (100 IU)
67 mg
Thiamin (Vitamin B1) (as thiamin mononitrate)
20 mg
Riboflavin (Vitamin B2) (as riboflavin, riboflavin-5’-phosphate)
20 mg
Niacin (as niacinamide and niacin)
60 mg NE
Vitamin B6 (as pyridoxal-5'-phosphate)
20 mg
Folate (as 200 mcg (6S)-5-methyltetrahydrofolic acid, glucosamine salt)
†
†
†
340 mcg DFE
Vitamin B12 (as methylcobalamin)
600 mcg
Biotin
1000 mcg
Pantothenic Acid (as d-calcium pantothenate)
200 mg
Choline (as choline bitartrate)
60 mg
Calcium (as di-calcium malate
†
†
, microcrystalline hydroxyapatite concentrate, calcium ascorbate, calcium bisglycinate chelate buffered
†
)
100 mg
Iron (as ferrous bisglycinate chelate)
‡
5 mg
Phosphorus (as pyridoxal-5'-phosphate, riboflavin-5'-phosphate)
10 mg
Iodine (as potassium iodide)
150 mcg
Magnesium (as di-magnesium malate, magnesium bisglycinate chelate buffered
†
, magnesium ascorbate)
200 mg
Zinc (as zinc glycinate chelate
†
, zinc ascorbate)
15 mg
Selenium (as selenium chelate)
100 mcg
Manganese (as manganese glycinate chelate)
†
0.50 mg
Chromium (as chromium nicotinate glycinate chelate)
†
500 mcg
Molybdenum (as molybdenum glycinate chelate)
†
50 mcg
Potassium (as potassium citrate, potassium ascorbate)
99 mg
Microcrystalline hydroxyapatite concentrate (MCHC)
130 mg
Inositol
60 mg
N-Acetyl L-Carnitine hydrochloride
50 mg
N-Acetyl L-Cysteine (NAC)
50 mg
L-Taurine
30 mg
Asian Ginseng (Panax ginseng) (root)
25 mg
Red Clover (Trifolium pratense) (flower)
25 mg
Cranberry (Vaccinium macrocarpon) (berry)
25 mg
Para-Aminobenzoic Acid (PABA)
20 mg
L-Lysine (hydrochloride)
20 mg
Rutin
16 mg
Chamomile (Matricaria recutita L.) (flower)
15 mg
Chaste (Vitex agnus castus) (berry) extract (4:1)
15 mg
Hesperidin
15 mg
Wild Yam (Dioscorea villosa) (root) extract
15 mg
Quercetin
12 mg
R-Alpha Lipoic Acid
10 mg
Lutein
75 mcg
Other Ingredients:
Hydroxypropyl methylcellulose (vegetable capsule), magnesium oxide (buffering agent), magnesium stearate (vegetable), silica.
Does Not Contain:
Milk, eggs, fish, shellfish, tree nuts, peanuts, wheat, soy.
Warning:
Accidental overdose of iron-containing products is a leading cause of fatal poisoning in children under 6. Keep this product out of reach of children. In case of accidental overdose, call a doctor or poison control center immediately.
Caution:
Excess vitamin A intake may be toxic and may increase the risk of birth defects. Pregnant women and those who may become pregnant should not exceed 1,500 mcg RAE (5,000 IU) of pre-formed vitamin A (retinyl palmitate or retinyl acetate) per day. It is also recommended that children under four should not regularly consume more than 750 mcg RAE (2,500 IU) per day. Keep out of reach of children.
Storage:
Keep tightly closed in a cool, dry place.
Albion
™
,
†
TRAACS
™
,
†
†
DimaCal
™
,
‡
Ferrochel
™
and the Albion Gold Medallion design are trademarks of Balchem Corporation or its subsidiaries.",https://wellnessshoppes.com/cdn/shop/files/wellness-shoppe-logo-apple-retail.jpg; https://wellnessshoppes.com/cdn/shop/products/womanwellness2.jpg; https://wellnessshoppes.com/cdn/shop/products/womanwellnessing.jpg; https://wellnessshoppes.com/cdn/shop/files/20220822_144533_1.jpg,https://wellnessshoppes.com/products/woman-wellness,True,['Body'],['Body']
